replace,abstract
http://hdl.handle.net/1957/57271,"Nonthermal plasmas generate high concentrations of excited species that can simultaneously exist at high energy and far from thermodynamic equilibrium, making them useful tools in chemistry and engineering. Microplasmas, roughly defined as plasmas that are generated within sub-millimeter dimensions, provide enhanced stability, improved excited species density, increased nonequilibrium properties, higher electron temperature, and better energy efficiency along with reduced onset voltages compared to traditional nonthermal plasmas, making them promising candidates for novel chemical processing pathways. This work summarizes current knowledge regarding the advantages gained by generating nonthermal microplasmas in constricted spaces, on reduced timescales, and with engineered electrodes. Those insights are then used in the experimental evaluation of DC microplasma reaction systems in methane processing and the oxidation of model refractory sulfur compounds in fuel-like media.The reaction environment generated by nonthermal plasmas is well suited for the activation of non-spontaneous gas phase reactions. Here, a microreactor capable of generating low power atmospheric pressure glow discharges is used in methane processing. The reactor effectively performs oxidative methane coupling to C2 and C3 hydrocarbons with methane conversions up to 50% and selectivity to C2 C3 products greater than 90%, achieving one pass yields that surpass state-of-the-art catalysis.The generation of DC nonthermal plasmas in fuel-like media for the oxidative desulfurization of dibenzothiphene has also been investigated. At discharge gaps around 250 microns, plasmas can be initiated with DC potentials above 6 kV for short periods of time before carbon bridges are formed that short the reactor. These simple DC discharges show little promise for continuous flow desulfurization processes. However, in flat plate reaction systems with silver epoxy electrode surfaces with discharge gaps less than 50 microns, electrically driven reactions can occur at much less than 1,000 volts. These discharges warrant further investigation and characterization in future works, and could be promising systems for the oxidative desulfurization of diesel fuel.Complementary to experimental investigations, COMSOL multiphysics models have been developed to provide insight into the kinetics of gas phase plasmachemical reactions, as well as the electric field of point-to-plane microplasma reactor designs. The kinetic models of the oxidative coupling of methane are preliminary, however, the current simulations produce the same compounds as the experimental system with realistic kinetic parameters. These models provide an excellent platform for more complicated kinetic modeling. Increasing the number of modeled plasmachemical reaction pathways will likely allow the model to converge on experimental data and be used in predictive analysis of the constructed microplasma reactor in the oxidative coupling of methane."
http://hdl.handle.net/1957/57272,"African-born population is one of the fastest growing group in the United States. Very little is known about their socio-demographic characteristics, health behavior practices and long-term health. The purpose of this study was to examine hypertension prevalence, health behavior practices and the impact socio-demographic factors have on these outcomes among Sub-Saharan African immigrants in the U.S.This dissertation conducted a cross-sectional, quantitative descriptive research study that utilized a comparative, correlational design. Using the 2003 New Immigrant Survey (NIS), secondary data analysis of 763 Sub-Saharan African immigrants was conducted. Descriptive statistics and binary logistic regression were conducted using SPSS, version 22. Descriptive variations were assessed between Sub-Saharan Africans and foreign-born populations from other regions including Eastern Europe, [(Russia (n=115); Poland (n=196); Ukraine (n=145)], and China (n= 467), as well as Mexico (n=1163).Variables in the study included socio-demographic characteristics such as: age, gender, education attainment, marital status, household income, country region of origin, English Proficiency, and duration since leaving country of birth, as well as visa type when entered theUnited States. Health variables included smoking, alcohol consumption, and physical activity, pre-immigration self-rated health, current self-rated health, and health care utilization in the last year as well as hypertension status.Descriptive analysis indicated that Sub-Saharan African population was fairly young and highly educated. The average age was 34.7 years and about 50% of the sample held a bachelors or an advanced degree. This population was also relatively new to the U.S and fairly healthy. As a group, African-born population has been living outside of their countries of origin for approximately 5 years. A majority did not smoke or drink alcohol, and most of them engaged in light or vigorous physical activity. Hypertension prevalence among this population was 9%. A majority (65%) of the Sub-Saharan immigrants rated their overall health to be in very good or excellent condition.Descriptive results of other immigrants groups showed the average age to be 45 years for those born in China and Mexico, 37 years for participants born in Poland, 41.5 years for Russian-born, and 38.5 years for those born in Ukraine. A majority of Russian-born and Ukrainian immigrants (~59% and 53% respectively) reported having a bachelors and or an advanced degree. A small proportion (about 9%) of individuals born in Mexico indicated having a bachelors and or an advanced degree. Individuals born in China have resided outside of their country of birth for as long as 66 years with a mean of 37 years.Across the board, all immigrant populations were physically active, with over 95% of each group participating in either light or vigorous physical activity. Over 30% of Russian-born smoked, about 40% of Mexican-born drank alcohol. Hypertension prevalence was approximated 11% among those from Ukraine and Poland, 10% among Mexican-born, about 8% and 7% among Russian and Chinese born respectively. Similar to Sub-Saharan African immigrants, mostof the other foreign-born populations indicated that their health was better after emigrating to the U.S. and rated their current health as excellent, very good or good. The majority of all the immigrant groups in the study did not see a health care provider in the last year.Binary logistic regression results revealed that being married (OR=. 529), having household income of $50,000 or more (OR=. 068), engaging in vigorous physical activity (OR=. 413) and having entered the United States on visitor-type visa (OR=. 405) were all statistically associated with lower likelihood of reporting high blood pressure. Health behavior analyses indicated that female African immigrants had lower odds (OR = .708) of consuming alcohol compared to male counterparts. Also, an increase in education attainment was associated with lower odds of smoking (OR=. 233).More studies on factors impacting health outcomes of Sub-Saharan African immigrants are needed. In particular, longitudinal studies with an ecological perspective can help to identify complex factors that shape health trajectories of this population and contribute to effective health interventions."
http://hdl.handle.net/1957/57430,"Hafnium Oxide thin films has had growing attention due hafnium oxide being used as a gate dielectric for MOSFET transistors and a potential next generation photoresist for sub 20 nm patterns. Extreme Ultra-Violet (EUV) lithography has been identified as the primary candidate technology for generation of sub-20 nm patterns. Current polymer based resists exhibit significant limitations at these resolutions due to high edge roughness, low etch resistance and high aspect ratio. Inorganic resists have gained much attention recently due to the high achievable resolution, high etch resistance and low edge roughness but generally suffer from low sensitivity to EUV photons. The low intensity of current EUV sources necessitates significantly higher sensitivity than what has been demonstrated for purely inorganic high resolution resists. A hybrid organic inorganic approach shows significant promise for potential next generation resists by binding photo sensitive organic ligands onto a metal oxide to produce a negative tone photoresist. In this study we sought to characterize the sol-gel deposition of HfO₂ thin films and the interactions of molecular and atomic species from carboxyl functionalized HfO₂ thin film to gain insight into the thermal and radiation induced desorption characteristics that ultimately enable sensitivity improvement of inorganic films. Two different carboxylic acid ligands (Methacrylic Acid and Benzoic Acid were used in this surface characterization study. The Hafnium Oxide films with a self-assembled monolayer of carboxylic acids were characterized via ATR FT-IR, water droplet contact angle, X-ray photoelectron spectroscopy (XPS), Temperature Programed Desorption (TPD) and Electron Stimulated Desorption(ESD)."
http://hdl.handle.net/1957/57432,"Use of high-strength steel (HSS) reinforcing bars could provide constructability and economic benefits for the construction of structures, reducing the initial and ultimately the life-cycle cost of bridge and building structural elements. This thesis summarizes work performed in a research project on the use of HSS reinforcing bars for concrete shear friction interfaces. Particularly, this research investigated the behavior of ASTM A706 Grade 80 reinforcing bars. This thesis includes two manuscripts. First, an overview of the testing program and main results are provided in manuscript 1, which describes twenty push-off test specimens that were subjected to interface shear forces along a concrete-concrete interface. The twenty specimens included five specimens of:(i) #4 ASTM A706 Grade 60 reinforcing bars; (ii) #4 ASTM A706 Grade 80 reinforcing bars; (iii) #5 ASTM A706 Grade 60 reinforcing bars; and (iv) #5 ASTM A706 Grade 80 reinforcing bars. Results indicate that the shear interfaces with the #4 reinforcing bars showed no significant difference in peak interface shear force resistance. In addition, the shear interfaces with the #5 reinforcing bars showed significantly higher peak interface shear force resistance. These results are the focus of manuscript 2 that address in more detail the new findings, which ultimately can lead to modifications to current design equations available in US standards and codes. Overall, the results in this thesis show a promising step to understanding and implementing the use of HSS reinforcing bars in shear friction applications so that the full yield strength of the grade of reinforcing steel can be utilized."
http://hdl.handle.net/1957/57434,"Climate change is predicted to affect ecosystems, including systems already stressed by human impacts. One ecosystem that is already highly impacted by human land use is the cold headwater stream system of the Pacific Northwest. One method of assessing the function of an ecosystem is by using an indicator species. Rhyacotriton variegatus is one such indicator species, sensitive to disturbance, and especially to temperature elevation.  This study combines field measurements from the warmest edge of the range of R. variegatus, laboratory determination of thermal tolerance, and modeling. These diverse experimental sources combine to clarify the potential risks of climate change on R. variegatus, and the headwater streams they occupy. 	Abiotic factors are important determinates of the range of species. Predicted range shifts under climate change are based on the assumption that temperature increases will make habitat at the edge of the known range unsuitable in the future. In order to accurately predict such changes, a quantification of the current thermal boundary is needed. In Chapter Two, I placed temperature loggers and measured other environmental variables in 28 streams: 8 in the cool core of the range of R. variegatus, 10 as far east and south as R. variegatus has ever been found, and 10 outside the known range of R. variegatus. The variables which best defined the range edge were degree days (number of days over specific temperatures), and the slope of the stream bed. 	Specific physiological tolerance information is also essential for accurate modeling of species habitats. Physiological limits should be determined experimentally using procedures that mimic natural conditions as closely as possible, so that the results will be applicable to natural systems. Forecasting the effects of human activities on populations also requires an understanding of how specific abiotic changes will impact different life stages.  I used a realistic cycling temperature treatment in Capters Three and Four, based on the data collected in Chapter One. I tested the survival of larval R. variegatus at a chronic exposure (21 days), and the level of stress as measured by corticosterone in adult R. variegatus. Larval R. variegatus survived up to a daily maximum of 23° C, beyond this the larvae died (LT 50 value of 24° C). I found that daily maximum temperatures over 18° C caused a doubling of corticosterone. 	There are many ways of modeling future climate change and the effect of this change on species' distribution. I chose to use large array of potential climate futures, modeling methods, and time periods to forecast the change in R. variegatus' range. This allowed me to compare the variation between the predictions for climate change, and find averages across the models. I used two correlative models, and one mechanistic model. The mechanistic model incorporated the relationship between air and water temperature from Chapter Two, and the physiological limits from Chapters Three and Four. All models predicted decreases in areas of the map classified as excellent habitat for R. variegatus. As expected, the reduction in range was most severe at longer time periods into the future, with higher CO₂ amounts in the atmosphere, and in models that incorporated more abiotic variables. R. variegatus are sensitive indicators for headwater stream ecosystem function, and will have a reduced range under climate change."
http://hdl.handle.net/1957/58139,"Ocean circulation is an important component in Earth's climate system.  Predicting future climate and circulation changes requires an improved understanding of the past relationship between climate and ocean currents.  The neodymium isotope composition (εNd) of water masses is frequently used as a quasi-conservative tracer to reconstruct ocean circulation.  The current budget of Nd in the ocean cannot account for upwards of 95% of the Nd entering the ocean, hindering interpretations of the εNd tracer.  This study aims to determine the magnitude of the sedimentary source of Nd to the global ocean, characterize the influence of the flux of Nd on the εNd distribution in the global ocean, and identify the diagenetic factors that control the magnitude of the flux. To address these goals, I compare pore fluids, overlying water column, and sediments from eight sites on the continental margin off Oregon and California (USA). These sites lie above, within, and below the Northeast Pacific's oxygen minimum zone and represent shelf-to slope settings at water depths between 80 and 3000 m. 	Concentrations of the rare earth elements (REEs), including Nd, in the pore fluids are up to two orders of magnitude higher than the REE concentrations in seawater. All pore fluid REE profiles exhibit shallow subsurface (2-10 cm) concentration maxima.  Fractionation of the REEs occurs during mobilization and transport through the sediment column, indicated by changes in the rare earth patterns above and below the pore fluid REE concentration maximum. Based on the pore fluid concentration gradient, I calculate the benthic flux from the pore fluids to the ocean.  These calculations show a flux of Nd to the ocean increasing from 3 pmol cm⁻² yr⁻¹ at our 200 m site to 32 pmol cm⁻² yr⁻¹ at our 3000 m site. No corresponding change in pore fluid phosphorous, iron, organic carbon, or silica among sites is observed.  Additionally, the major mineralogy remains constant among sites. Extrapolating our flux estimates over the global ocean, I estimate a global benthic Nd flux between 18 × 10⁶ and 110 × 10⁶ mol annually.  I conclude that the benthic flux of Nd to the ocean is the dominant source of Nd to the global ocean.  The εNd of this flux ranges from -0.2 at our 200 m site, to -1.5 at our 1200 m site and, -1.8 at our 3000 m site.  At our deepest (3000 m) site, the bottom water εNd (-2.3) is between the value expected for the water mass (-3.3) and the εNd of the flux (-1.8). The magnitude of this flux and the time a water mass is exposed to this flux determines the distribution of εNd.  The degree of change in bottom water εNd depends on the difference between the initial εNd of the bottom water and the εNd of the flux. The benthic flux can determine the εNd of bottom water in a short enough time to create the heterogeneous εNd observed in the modern ocean. Additionally, the benthic flux provides a mechanism for the observed alterations in εNd in the deep North Pacific in the absence of Pacific deep-water formation.Based on εNd of the pore fluids, total sediment, and sediment leachates, I propose that the magnitude of the flux is a function of the authigenic coatings formed during sediment diagenesis. Because the pore fluid Nd represents less than 0.001% of the Nd in any given volume of the upper sediment column, changes in Nd must be driven by larger Nd reservoirs in the solid phases. The leachable Nd (acid leachable: 1 - 7 μg Nd g⁻¹ sediment; reducible 2 - 8 μg Nd g⁻¹ sediment) represents a large reactive Nd reservoir, accounting for ~50% of the Nd in any given volume. Because the total sediment digest and leachates are less radiogenic than pore water at our 200 m site, I infer that there are radiogenic trace mineral phases undergoing active exchange with the pore fluid reservoir. When present, this trace mineral disproportionally influences the εNd of the flux.The exchange of Nd between the authigenic coatings and the pore fluid in the upper sediment column means that the εNd of the true coatings will be the same as the pore fluids.  However, leaching procedures result in a contaminated authigenic coating εNd signature, especially in the presence of reactive trace minerals.  In regions with a large benthic flux, the authigenic coatings determine the εNd of the bottom water.  Therefore, in these regions the coatings will resemble εNd of the bottom water.  The εNd of the bottom water cannot drive the εNd of the coatings because the amount of Nd in the bottom water is quantitatively insignificant. Based on the findings that the benthic source is the dominant source of Nd to the ocean, the εNd of this flux can determine the εNd of the bottom water, and the εNd of the authigenic coating is not determined by the εNd of the bottom water, a reinterpretation of the εNd records is necessary. Because the εNd of bottom water is not conservative, the εNd record cannot be strictly interpreted as water mass mixing.  The inverse relationship between ocean circulation speed and exposure time can result in differing εNd values with no change in circulation path.  Additionally, the end member water mass εNd values are likely to have changed through time.  Specifically, any shift in deep-water formation would result in the bottom water being exposed to a different εNd from the benthic flux.  With reinterpretation that recognizes these influences, the εNd tracer may remain a useful proxy of past ocean circulation."
http://hdl.handle.net/1957/59129,"Atmospheric pressure changes do not stop at the permeable snow surface but rather propagate into it. These pressure changes range from high-amplitude, low-frequency events caused by seasonal cycles and synoptic weather systems to small-amplitude, high-frequency events caused by topographic features and turbulence. The effect of pressure changes on interstitial air movement is locally weak but geographically pervasive and temporally persistent so the cumulative impact may be significant over seasonal timescales. Near the snow surface, pressure changes in the high-frequency range caused by turbulence and windflow over topographic features can enhance fluxes of chemically and radiatively active trace species between the snow and atmosphere. Deeper, in multi-year snow that overlays continental ice sheets, low-frequency pressure changes can stimulate air movement. This ventilation process adds complexity for paleoclimate analysis of ice cores to the extent that air trapped in ice has a different age structure than the ice matrix. For decades, investigators have recognized ventilation as a mechanism that enhances mass flux and interstitial air mixing but its effects are indeterminate because the relationship between wind forcing and interstitial air response is poorly constrained.This dissertation addresses the experimental question: what is the effect of wind on interstitial air movement in snow? To address this question, in situ field experiments were designed and performed to measure the depth in seasonal snow affected by wind-generated pressure changes as a function of frequency of the pressure changes. One experimental result was that high-frequency pressure changes have greater amplitude than theory predicted. At first, this result may seem to indicate that high-frequency pressure changes affect interstitial air motion more than predicted but for another finding that high-frequency pressure changes (perturbations) also attenuate more with depth than current theory predicts. Therefore, strong high-frequency attenuation relegates the effect of high-frequency pressure changes to a very thin air layer near the snow surface. Enhanced perturbation pressure attenuation at high frequencies does not directly address the question of the degree to which low frequencies attenuate with depth. However, the high-frequency mismatch between experimental evidence and theory underscores the necessity for future endeavors to test anticipated low-frequency perturbation pressure attenuation with deep snow pressure measurements.More accurate measures of the relationship between wind forcing and the spectral response of pressure changes acquired in this series of field experiments enabled characterization of the distribution of perturbation pressure amplitude as a function of frequency and wind forcing. It was found that kinetic energy of the wind as given by the horizontal and vertical components of the wind is a better diagnostic for perturbation pressure than vertical velocity variance. This finding is relevant when parameterizing perturbation pressure forcing using wind characteristics. A simplified model that convolves perturbation frequency with the spectral distribution of amplitude was used to diagnose frequencies for which water vapor flux (sublimation) is maximized for hydrostatic pressure changes. Applying the meteorological conditions measured in the case studies for this experiment sublimation enhancement was maximized for pressure oscillations with period ranging from 5 to 20 minutes. For shorter time periods the amplitude was too small to achieve a threshold (taken as the roughness length) and for longer time periods amplitude was sufficient but the frequency of the oscillation was insufficient to drive much air exchange between the snow and atmosphere.Finally, interstitial air movement was calculated under various wind conditions by measuring the evolution of a trace gas plume (carbon monoxide) as detected by a network of thin film sensors. Near surface data revealed an advection signature oriented with the prevailing wind. The plume centroid propagated downwind but upwind dispersion was greater than crosswind dispersion. This dispersion signature is consistent with turbulent eddies that propagate downwind. When the measurement network was oriented in a vertical plane, the center of mass of the plume propagated upwards indicating that upward vertical dispersion was enhanced relative to downward dispersion. This finding indicates that the residence time of a neutrally buoyant gas in the upper portion of the snow column is significantly shorter than the same gas located lower in the snowpack."
http://hdl.handle.net/1957/59319,"The goal of dissertation research was to use geochemical, statistical andgeological methods to constrain and understand climate variability over severaldifferent time scales. Specifically, I have addressed three questions regarding pastclimate change: (1) how does the record of Irish cirque glaciers constrain thedimensions of the Irish Ice Sheet during and since the Last Glacial Maximum (LGM);(2) what is the record of millennial-scale glacier variability in Ireland during the lastglaciation; and (3) how did variability of various components of the climate systeminteract to contribute to the evolution of climate over the last 800,000 years.The first chapter involves constraining the vertical and spatial extent of theIrish Ice Sheet (IIS). Reconstructions of the LGM IIS are widely debated, in large partdue to limited age constraints on former ice margins and due to uncertainties in theorigin of the trimlines used to identify vertical ice limits. The greatest differencesexist in southwestern Ireland where reconstructions either have complete coverage bya contiguous IIS that extends onto the continental shelf or a separate, southernsourcedKerry-Cork Ice Cap (KCIC) with more limited spatial and vertical extent.New ¹⁰Be surface exposure ages from two moraines in a cirque basin in this regionprovide a unique constraint on ice thickness for this region insofar as the presence ofa cirque glacier at a given time clearly indicates that the site was not covered by theIIS. My new ¹⁰Be ages from these two moraines show that the central mountains insouthwestern Ireland were not covered by the IIS or a KCIC since at least 24.5±1.4ka, thus supporting the more-limited reconstructions of the IIS at the LGM, indicatinga reduced contribution to sea-level change and a smaller loading of the solid Earth,which is consistent with models of glacial isostatic adjustment to the IIS.The second chapter presents research that has developed a record ofmillennial-scale variability in former Irish cirque glaciers between ~25 ka and 10 ka.Small alpine glaciers are sensitive to climate, and the paleo record of past smallglacierfluctuations offers an outstanding opportunity to use this glacier sensitivity fordeveloping centennial- to millennial-scale records of climate variability. BecauseIreland is immediately adjacent to, and downwind of, the North Atlantic, glacialrecords there are ideally located to record past climate changes associated withchanges in North Atlantic Deep Water (NADW) formation and attendant feedbacks. Ihave developed a high-precision ¹⁰Be surface-exposure chronology of multiplemoraines deposited by glaciers in eight cirque basins across Ireland to constrain thisvariability. The data show a remarkable record of persistent millennial-scalevariability between 24.5±1.4 ka and 10.8±0.7 ka. Several of these events areassociated with known climatic events during the last deglaciation such as onset ofthe Bølling-Allerød and end of the Younger Dryas. However, this persistent signalextends back to the Last Glacial Maximum (LGM), suggesting a previouslyunidentified mode of climate variability unrelated to large changes in the NADW.Multi-decadal to multi-centennial variability identified in Greenland ice cores presenta mechanism for the variability recorded in the Irish glaciers.The third chapter of this research involves characterizing and explainingclimate variability at orbital timescales across the mid-Brunhes Transition (MBT;~430 ka). The MBT involved a change in the amplitude of variability associated withcooler interglacials prior to 430 ka and warmer interglacials after. The key questions Iaddress include determining whether other components of the climate system changedat this time, and identifying the mechanism for the MBT. Statistical tests of multipleproxies (sea-surface temperature, ∂¹⁸O, ∂¹³C, CO₂, CH₄, and dust) indicate that theMBT was largely a reorganization of the global climate system perhaps driven by anincrease in interglacial CO2 concentrations. Changes in marine ∂¹³C may provideinsights into this change in the carbon cycle, perhaps associated with changes inglobal ocean circulation. In particular, there is a large positive ∂¹³C excursion duringthe interglacial immediately prior to the MBT, suggesting an enrichment of theAtlantic basin at this time relative to other interglacials of the past 800 kyr.Variability in the depth gradient of ∂¹³C from the North Atlantic show increasedcorrelation with South Atlantic ∂¹³C records after the MBT, indicating morehomogenous mixing of the northern- and southern-component water masses. This isaccompanied by a greater difference in the ∂¹³C latitudinal gradient in the Atlanticbasin prior to the MBT that is reduced afterwards."
http://hdl.handle.net/1957/59388,"The economically viable production of value added fuels and chemicals from lignocellulosic feedstocks hinges on our ability to quickly and efficiently transform structural carbon molecules to end products. The sugars in lignocellulosic biomass are held primarily within cellulose and hemicellulose. Cellulose is composed primarily of glucose monomers which are quickly and efficiently consumed by a variety of organisms. Hemicellulose is comprised mainly of xylose. Xylose is less well utilized by industrial yeasts and completely unusable to wild-type Saccharomyces cerevisiae, the most commonly used industrial yeast.Strains of S. cerevisiae capable of fermenting xylose have been developed, but the specific rate of xylose utilization in these strains is slow and product yield is low. Developing a strain capable of fermenting xylose both efficiently and with high product yield would be a massive step towards realizing the sustainable production of lignocellulosic bioethanol.Significant work has gone into identifying the bottlenecks within S. cerevisiae that may be contributing to slow xylose utilization. Research groups have suggested the pentose phosphate pathway, the xylose reductase xylitol dehydrogenase (XR XDH) pathway, xylulokinase deficiency, xylose transport, and cofactor redox imbalance as possible bottlenecks. These groups have further shown that expanding the capacity of any of these pathways can increase xylose utilization under certain conditions. Unfortunately, without a thorough understanding of the interplay between these bottlenecks and the conditions under which they increase the rate of xylose utilization or ethanol production it is nearly impossible to rank their importance and direct the course of future strain development.This dissertation works to identify the most important bottlenecks and strategies to alleviate them. Specifically, this describes the development of a series of S. cerevisiae strains harboring the XR XDH xylose utilization pathway and expressing STB5 (a transcription factor responsible for pentose phosphate pathway regulation) and PGI1 (a required glycolytic enzyme normally down-regulated by STB5p) under the control of a novel xylose-inducible promoter (TEF-X2-2). This novel use of transcription factors to regulate the entire pentose phosphate pathway was an attempt to optimally regulate the pathway using evolutionarily optimal enzyme expression ratios. These strains were then characterized using batch fermentations and high throughput transcriptomic tools to understand pentose phosphate pathway regulation and xylose utilization bottlenecks. These characterizations identified a correlation between cell density and the maximum specific rate of xylose utilization suggesting that oxygen was limiting both respiration and fermentation. Since fermentation is normally performed anaerobically, it was hypothesized that fermentation was actually limited in this case by NADH availability, the production of which would decrease under anaerobic conditions because of the stoppage of the TCA cycle. The high throughput data collected was further used to constrain a regulatory model framework around the previously developed genome scale reconstruction of S. cerevisiae known as iMM904. This model considered pentose phosphate pathway regulation linked to STB5 expression, xylose transport mediated by the HXT family of glucose specific transporters, and the kinetics of oxygen uptake and mass transfer. The novel use of high throughput data and regulatory modeling techniques allowed for a more thorough understanding of the bottlenecks in xylose utilization, supported the hypothesis that NADH availability was limiting fermentation, and suggested that the glyoxylate pathway might allow for anaerobic replenishment of NADH allowing an increased rate of xylose fermentation. Although regulation of the glyoxylate pathway has been considered before, the suggestion that it could increase the rate of xylose utilization and ethanol production is novel."
http://hdl.handle.net/1957/59427,"Today nano scale materials are being used for wide range of applications. One promising topic in nano scale materials is using them for reinforcement of different polymeric materials to reach desirable stiffness properties. The stiffness of these materials is mostly found experimentally because the nanocomposite community lacks a decent analytical model that can provide a reliable prediction. Modeling can be done using both numerical and analytical methods. Numerical methods can be time-consuming, expensive and need the expertise to implement right assumptions and extrapolate useful data. But they can be more reliable, if done correctly, compared with the analytical method. Analytical methods use a mathematical equation that has been derived considering the physics of the problem. Analytical methods are equations that predict properties on nanocomposites based on properties of components at different conditions (e.g., temperature, and more) and are more desired. For this work, we used a new Monte Carlo finite element analysis (FEA) method as a numerical method to model the stiffness of different nanocomposites and compared them with different analytical models to find the most accurate model that can predict the stiffness of nanocomposites as a function of its components? properties. We then com- pared different models with experimental results using cellulose nanocrystal composites."
http://hdl.handle.net/1957/59449,"Forest soils and topography have long been known to influence forest productivity in complex terrain such as Oregon’s Coast Ranges. Incorporating physical site characteristics into predictions of forest growth and yield, however, has been problematic because of the high spatial variability of soil properties and the challenges associated with representing topography and soil properties at the stand level. We assessed the efficacy of using a combination of a spatially intensive surface soil sample and terrain indices derived from a digital elevation model for explaining local variability in forest productivity across a forested watershed in northwestern Oregon. Analysis of correlations between several textural characteristics of the surface soil horizon and the average values for the top 100 cm showed that surface soil samples could provide an index of deeper-soil water holding capacity. Analysis of a time series of soil moisture observations from 34 locations in the Panther Creek Watershed revealed that surface soil texture, topographic wetness index, and slope can be used to predict relative soil moisture availability near the end of the growing season.We integrated the findings of the first two analyses to assess the influence of sur- face soil texture, hydrology, and topography on fine-scale variability of basal area periodic annual increment, height increment, and site index across five intensively- managed Douglas-fir plantations within the Panther Creek Watershed. Basal area periodic annual increment was maximized on sites that slope approximately to the south-southwest on the shoulder of ridges, and did not appear to depend on any surface soil characteristics. In contrast, site index was maximized in north-facing draws and increased with clay content of the surface soil."
http://hdl.handle.net/1957/59453,"Bone strength and fracture resistivity are related to a variety of factors encompassed in what is referred to as bone quality. However, bone quality is not a well-defined concept; therefore individual fracture risk cannot be predicted accurately, and osteoporosis treatment monitoring remains di cult. Clinically available imaging modalities use bone mineral density (BMD) as a proxy for bone strength despite its well-known shortcomings, and current research seeks to link microstructural measurements to bone strength. This research investigates the pre-clinical application of a new imaging modality, Medipix all resolution system computed tomography (MARS CT), for diagnostic imaging assessment of bone quality. Data from four cadaveric femoral necks was acquired with MARS CT, computed tomography (CT), dual energy x-ray absorptiometry (DXA), and high resolution peripheral computed tomography (HR-pQCT). Results were analyzed to test whether MARS CT could provide information equivalent to that currently used to investigate bone quality, as well as additional 3D material information and other related quantities.Four cadaveric femurs were scanned with CT, DXA, and HRpQCT to obtain clinically relevant measurements including bone mineral density (BMD) and microstructural measurements of the femoral neck. The femurs were sectioned prior to HRpQCT imaging to meet the size limitations of HRpQCT and MARS CT. The specimens were then shipped to the University of Otago in Christchurch, New Zealand for analysis with MARS CT. Since these were the first human femoral necks scanned with MARS CT, a scanning protocol was developed and optimized. Finally, the femoral neck specimens were scanned with MARS CT, and the data was analyzed and compared with the results from other modalities.This research shows that MARS CT can quantify various indicators related to bone quality. These include, but are not limited to: cortical, trabecular, and total-bone BMD; trabecular thickness and spacing; and cortical thickness. Images of the calcium hydroxyapatite contained in the specimens were also obtained and used to measure slice-specific trabecular BMD. The comparability of the MARS results with the HR-pQCT results was limited by air in the trabecular spacing, contouring differences between MARS and HR-pQCT images, and the difference in voxel size. These issues served as a lesson in methodology for future cross-modality bone quality studies. This research established a baseline for what can be accomplished with the current MARS scanner and will lead to future refinement of MARS CT and improvement of bone quality assessment."
